date,pm25,pm10,no,no2,so2,co,ozone,xylene,temp,humidity,wind_speed,wind_direction,rainfall,total_rf,solar_radiation,vws,AQI
2020-01-01,64.72,101.79,2.82,26.59,8.1,1.14,70.51,1.17,19.81,74.2,2.99,185.41,0,0,78.64,0.13,115.73
2020-01-02,50.87,91.55,3.16,30.49,8.83,1.09,59.92,1.34,19.71,73.21,2.69,188.65,0,0,58.62,0.12,91.55
2020-01-03,52.59,90.53,3.23,23.28,7.55,1.08,61.8,1.09,21.03,78.02,2.57,146.75,0,0,94.54,0.12,90.53
2020-01-04,21.82,48.86,3.88,21.84,9.36,0.95,44.17,0.99,19.45,79.57,2.64,157.11,0,0,83.92,0.13,48.86
2020-01-05,16,43.07,3.03,18.27,9.04,0.84,52.64,0.65,21.07,76.1,2.61,144.45,0,0,107.14,0.1,52.64
2020-01-06,49.68,89.08,2.88,22.25,9.86,0.97,64.75,0.75,20.67,71.52,2.93,144.45,0,0,116.99,0.16,89.08
2020-01-07,54.98,102.78,3.09,27.94,9.75,0.94,69,1.15,19.61,70.99,2.32,162.19,0,0,114.31,0.07,101.85
2020-01-08,49.74,92.68,3.09,27.58,8.43,0.92,70.9,1.99,20.37,69.6,1.21,146.04,0,0,122.04,0.03,92.68
2020-01-09,73.62,212.97,38.9,57.72,6.95,1.25,46.15,7.41,20.43,76.93,1.15,183.57,0,0,105.27,0,175.31
2020-01-10,49.04,87.31,2.7,23.33,8.2,1,56.9,1.19,20.93,79.44,1.98,129.48,0,0,77.01,0.05,87.31
2020-01-11,86.75,140.22,3.04,28,9.64,1.19,73.87,1.29,19.74,77.85,2.48,152.82,0,0,109.9,0.09,189.17
2020-01-12,73,125.39,2.93,32.71,10.29,1.04,83.11,1.14,18.53,71.58,2.09,145.31,0,0,119.44,0.06,143.33
2020-01-13,101.65,238.44,24.37,73.72,13.18,1.47,72.2,4.3,18.2,73.24,1.18,165.85,0,0,130.13,0.03,238.83
2020-01-14,169.47,297.89,35.6,77.94,18.97,2.02,45.93,7.34,18.94,75.75,1.08,174.76,0,0,124.43,0,338.05
2020-01-15,88.61,178.43,20.34,49.7,6.87,1.24,35.1,3.28,19.45,74.31,1.28,152.09,0,0,128.84,0.03,195.37
2020-01-16,71.38,97.38,3.13,31.91,10.15,1.04,75.41,4.12,22.01,69.95,1.98,108.51,0,0,170.1,0.04,137.93
2020-01-17,42.12,81.65,2.82,27.17,9.98,1.05,56.14,1.02,21.53,76.12,2.04,112.55,0,0,93.24,0.05,81.65
2020-01-18,43.2,83.23,4.5,25,7.75,1.03,45.55,0.84,21.9,75.86,1.95,163.48,0,0,119.16,0.05,83.23
2020-01-19,37.89,93.19,15.4,29.96,8.78,1.04,29.61,1.58,21.4,76.95,1.21,188.34,0,0,116.32,0.03,93.19
2020-01-20,28.49,64.79,3.89,24.71,4.95,0.77,47.74,1.42,23.01,74.45,1.28,122.67,0,0,148.55,0.04,64.79
2020-01-21,27.05,57.21,3.12,18.88,8.51,0.8,40.58,0.68,22.18,75.52,1.77,135.41,0,0,123.55,0.06,57.21
2020-01-22,60.35,108.81,3.02,22.33,9.03,1.02,38.01,0.84,22.14,76.54,1.67,136.38,0,0,102.46,0.05,105.87
2020-01-23,75.41,168.98,25.67,48.2,7.58,1.38,27.22,2.92,22.17,76.1,1.09,191.23,0,0,130.86,0.02,151.37
2020-01-24,71.62,167.63,17.19,48.95,8.25,1.42,40.45,3.19,23.51,72.43,1.53,179.09,0,0,148.85,0,145.09
2020-01-25,61.91,144.42,30.24,41.99,8.67,1.22,21.39,3.81,22.67,76.01,1.31,175.62,0,0,119.89,0.03,129.61
2020-01-26,54.38,123.15,6.78,61.09,8.63,0.9,16.73,1.28,20.56,80.54,1.57,250.46,0,0,7,0,115.43
2020-01-27,58.44,114.13,2.85,18.38,8.52,0.9,29.69,0.9,24.6,75.27,1.93,105.15,0,0,163.13,0.04,109.42
2020-01-28,53.17,147.48,21.78,52.37,11.48,1.27,18.24,2.66,23.87,74.85,2.29,209.91,0,0,113.2,-0.06,131.65
2020-01-29,43.83,111.28,12.66,37.99,12.37,1.12,25.6,2.27,24.09,75.41,2.91,204.7,0,0,142.9,-0.09,107.52
2020-01-30,47.25,108.15,16.92,47.62,15.66,1.05,24.56,2.31,23.1,78.58,2.12,215.34,0,0,92.22,-0.04,105.43
2020-01-31,55.72,108.99,7.22,29.73,7.47,0.92,75.18,1.13,24.05,75.24,2.14,167.18,0.01,1,110.02,0.05,105.99
2020-02-01,42.2,63.44,4.67,34.59,5.53,1.02,55.11,1.76,21.96,79.97,1.8,143.57,0.32,19.5,99.68,0.05,70.33
2020-02-02,33.61,50.31,2.94,21.83,8.8,0.89,61.04,0.65,22.3,76.72,2.06,161.32,0,0,105.17,0.05,61.04
2020-02-03,38.59,50.17,2.92,18.26,8.32,0.87,67.13,0.5,22.45,77.57,2.54,155.96,0,0,120.47,0.08,67.13
2020-02-04,44.83,73.06,18.95,59.93,7.99,1.36,39.72,3.22,19.7,83.78,1.07,234.49,0.1,9,30.48,0,74.91
2020-02-05,56.18,131.66,29.89,53.49,5.6,1.23,36.48,4.85,22.63,78.34,1.03,194.39,0,0,124.28,-0.03,121.11
2020-02-06,30.83,60.44,6.15,28.93,5.72,0.89,30.68,0.93,23.12,77.48,1.16,142.78,0,0,128.42,0.04,60.44
2020-02-07,29.63,99.95,21.42,29.61,5.92,0.9,22.76,3.53,23.91,73.6,1.49,180.39,0,0,142.67,-0.08,99.95
2020-02-08,30.54,55.5,3.22,16.17,7.58,0.81,30.63,0.63,22.89,75.23,1.61,134.57,0,0,114.37,0.06,55.50
2020-02-09,24.85,45.7,2.89,17.86,8.89,0.81,33.25,2.27,20.07,73.85,3.24,162.45,0,0,135.86,0.16,45.70
2020-02-10,34.36,60.72,3.23,21.08,8.05,0.85,35.67,0.86,21.36,71.09,2.78,154.39,0,0,132.44,0.11,60.72
2020-02-11,58.3,99.49,2.79,25.21,8.31,0.96,45.85,0.87,22.39,71.18,2.5,159.83,0,0,132.76,0.07,99.49
2020-02-12,62.08,107.12,2.71,27.57,8.07,1.02,46.46,1.2,22.37,70.46,2.03,147.49,0,0,125.38,0.04,106.93
2020-02-13,85.8,183.91,19.67,65.09,10.05,1.32,33.25,6.3,22.95,71.53,1.48,201.37,0,0,152.88,0.01,186.00
2020-02-14,69.96,128.13,3.36,49.77,6.18,1.14,28.1,2.3,22.41,75.64,1.66,209.9,0,0,62.55,-0.01,133.20
2020-02-15,68.99,146.21,2.48,51.43,8.88,1.27,23.35,2.81,23.77,75.19,1.47,200.93,0,0,149.34,-0.02,130.81
2020-02-16,52.25,113.52,2.1,39.67,7.36,0.97,18.81,2.22,24.12,75.22,1.51,191.27,0,0,146.4,-0.03,109.01
2020-02-17,40.79,121.95,2.57,47.1,5.65,1.03,13.96,2.98,23.73,72.11,1.63,199.29,0,0,130.26,-0.04,114.63
2020-02-18,42.08,105.51,2.33,41.75,4.78,1.03,14.72,3.03,24.08,74.16,1.73,201.07,0,0,125.17,-0.04,103.67
2020-02-19,46.43,91.31,2.19,32.11,7.1,0.92,14.67,1.74,24.23,73.5,1.58,182.26,0,0,126.72,-0.01,91.31
2020-02-20,38.3,68.77,2.11,17.79,3.29,0.92,17.51,0.99,24.83,65.92,1.58,102.15,0,0,154.42,0.07,68.77
2020-02-21,30.31,60,2.32,23.25,1.63,0.85,14.94,0.86,22.03,70.23,0.59,190.38,0,0,7,0,60.00
2020-02-22,32.24,71.51,2.3,25.8,7.35,0.59,25.98,1.19,24.98,60.71,2.7,109.93,0,0,163.44,0.07,71.51
2020-02-23,48.61,128.14,2.58,47.95,3.79,1.1,22.51,3.99,23.22,66.8,1.69,162.54,0,0,148.33,0.04,118.76
2020-02-24,53.15,147.85,2.23,41.78,3.64,1.24,21.11,4.69,24.04,72.38,1.9,181.16,0,0,152.43,-0.01,131.90
2020-02-25,36.31,75.96,2.46,37.18,6.05,1.24,20.05,2.6,24.85,71.43,2.1,189.19,0,0,123.4,-0.06,75.96
2020-02-26,43.89,109.34,2.11,40.96,4.98,1.28,21.66,3.33,24.8,74.08,1.77,166.79,0,0,122.83,0.04,106.23
2020-02-27,29.59,58.26,2.03,24.07,7.62,0.93,24.3,1.3,24.24,66.07,2.2,139.59,0,0,154.77,0.07,58.26
2020-02-28,46.47,115.93,2.67,40.19,6.07,1.03,21.7,3.74,23.77,66.9,1.51,164.69,0,0,156.34,0.04,110.62
2020-02-29,52.59,134.77,2.53,37.91,7.89,0.96,20.74,4.5,23.8,67.82,1.37,171.74,0,0,143.22,0.03,123.18
2020-03-01,50.18,134.75,2.39,45.66,8.02,0.94,18.45,3.43,23.61,67.75,0.88,194.42,0,0,89.1,-0.02,123.17
2020-03-02,56.06,113.44,3.07,49.11,9,1.17,16.78,2.96,25.24,67.68,2.08,188.32,0,0,114.4,-0.01,108.96
2020-03-03,68.53,157.65,2.54,53.73,6.79,1.19,14.1,3.26,24.52,71.54,1.55,202.91,0,0,114.66,-0.04,138.43
2020-03-04,48.51,105.14,2.31,34.68,9.23,1.11,15.66,2.19,24.72,72.61,2,189.79,0,0,137.56,-0.05,103.43
2020-03-05,19.32,46.65,1.98,20.14,9.3,0.87,14.6,1.16,25.35,71.75,2.41,173.53,0,0,170.9,-0.08,46.65
2020-03-06,14.95,39.83,2.03,15.07,7.99,0.63,12.7,0.84,25.73,72.83,1.42,158.06,0,0,139.44,-0.04,39.83
2020-03-07,14.27,37.92,2,16.63,8.5,0.73,12.83,1.3,25.95,74.02,2.65,165.72,0,0,112.48,-0.08,37.92
2020-03-08,18.14,75.01,2.26,29.26,11.61,0.92,11.18,1.98,26.02,74.03,2.44,200.28,0,0,167.24,-0.05,75.01
2020-03-09,19.11,52.39,2.07,23.42,11.29,0.74,12.3,1.78,26.57,74.72,1.81,182.05,0,0,141.64,-0.01,52.39
2020-03-10,16.41,47.74,1.91,23.1,9.39,0.74,12.04,1.3,26.25,73.53,2.54,194.84,0,0,183.29,-0.05,47.74
2020-03-11,20.3,59.4,2.09,24.97,9.21,0.78,11.67,2,26.28,73.26,2.78,201.18,0,0,177.59,-0.07,59.40
2020-03-12,23.8,55.38,2.17,24.29,10.82,0.61,12.14,1.65,26.78,73.76,2.48,190.26,0,0,173.18,-0.06,55.38
2020-03-13,21.94,51.68,2.17,19.14,8.53,0.47,13.37,0.74,27.11,74.85,2.16,167.24,0,0,194.94,-0.01,51.68
2020-03-14,30.97,84.37,3,29.26,8.61,0.8,13.23,1.54,26.18,73,1.79,176.42,0,0,183.22,0,84.37
2020-03-15,33.74,94.24,2.27,28.49,4.28,0.86,14.51,2.83,26.2,72.73,1.86,144.45,0,0,177.82,0.07,94.24
2020-03-16,51.43,111.08,2.21,32.51,7.32,0.9,15.58,2.66,26.77,73.17,1.7,153.91,0,0,172.89,0.03,107.39
2020-03-17,31.8,113.17,1.87,40.6,6.74,1.08,15.36,2.66,27.07,73.32,1.8,185.76,0,0,173.64,0,108.78
2020-03-18,33.27,100.02,7.68,50.84,7.63,0.93,15.55,3.67,26.43,71.84,2.16,207.73,0.01,0.5,158.16,-0.03,100.01
2020-03-19,42.26,113.19,22.78,53.67,7.44,1.11,41.62,6.16,25.6,74.54,1.78,187.84,0,0,146.98,0,108.79
2020-03-20,24.97,69.94,13.51,38.39,12.58,0.89,36.09,5.54,24.68,72.67,1.88,178.78,0.01,1,151.56,0.06,69.94
2020-03-21,20.71,60.93,8.53,32.75,11.12,0.74,18.75,2.91,25.93,70.98,2.57,197.8,0,0,177.83,-0.06,60.93
2020-03-22,24.61,70.53,13.48,24.94,10.21,0.66,21.34,1.64,26.56,73.12,2.59,203.92,0,0,264.27,-0.06,70.53
2020-03-23,19.18,42.44,8.91,22.98,9.58,0.68,24.61,1.28,25.33,75.19,2.64,191.71,0.01,0.5,141.21,-0.02,42.44
2020-03-24,40.22,97.51,15.14,41.02,19.1,0.66,34.43,3.36,25.78,74.54,1.74,193.25,0,0,171.01,0.01,97.51
2020-03-25,24.12,66,8.6,27.37,9.9,0.82,19.77,1.3,26.93,74.46,2.21,208.78,0,0,166.02,-0.03,66.00
2020-03-26,20.5,53,6.11,24.54,7.8,0.55,13.03,0.42,23.67,80.56,2.1,253.33,0,0,6.17,0,53.00
2020-03-27,32.12,90.79,7.38,24.19,10.97,0.11,37.88,1.32,31.47,63.09,2.56,198.64,0,0,263.61,-0.01,90.79
2020-03-28,32.33,85.98,7.25,24.69,12.57,0.11,42.65,1.54,29.89,68.32,2.16,200.52,0,0,188.88,-0.02,85.98
2020-03-29,22.35,57.88,7.13,22.96,11.2,0.11,43.77,1.57,30.73,66.2,1.92,202.65,0,0,226.43,0,57.88
2020-03-30,20.88,62.16,6.08,23.79,10.54,0.11,60.5,1.61,30.95,66.24,2.37,171.24,0,0,248.98,0.01,62.16
2020-03-31,19.5,54.22,6.79,25.5,8.75,0.11,47.38,1.22,30.02,66.26,1.95,190.08,0,0,162.55,0,54.22
2020-04-01,30.6,75.35,10.09,33.21,7.35,0.11,22.68,1.87,30.25,68.72,2.23,196.59,0,0,185.01,-0.01,75.35
2020-04-02,24.19,66,13.77,33.1,5.67,0.11,8.89,1.07,29.84,67.93,2.79,208.14,0,0,159.79,-0.04,66.00
2020-04-03,30.54,75.01,14.51,33.21,7.18,0.11,11.09,1.06,29.17,71.03,2.5,203.24,0,0,180.43,-0.05,75.01
2020-04-04,25.71,57.66,12.43,29.29,5.39,0.11,11.7,0.83,28.15,73.95,2.7,197.62,0,0,180.28,-0.06,57.66
2020-04-05,22.12,52.41,13.49,30.79,5.5,0.11,9.38,0.98,28.41,71.43,2.51,200.56,0,0,178.31,-0.03,52.41
2020-04-06,16.72,43.24,15.59,29.01,6.26,0.11,6.61,1.07,29.29,73.29,2.55,201.94,0,0,175.43,-0.04,43.24
2020-04-07,13.95,46.58,15.6,28.66,7.38,0.11,7.88,0.95,29.48,71.14,2.61,195.67,0,0,163.02,-0.06,46.58
2020-04-08,8.77,28.47,15.35,23.53,6.44,0.11,9.76,1.16,28.71,72.93,3.03,200.97,0.01,0.5,168.69,-0.04,29.41
2020-04-09,20.43,54.51,9.93,34.3,8.24,0.11,32.67,1.23,27.41,68.41,1.63,157.03,0,0,87.93,0.02,54.51
2020-04-10,22.84,66.68,11.15,32.66,6.62,0.11,21.81,1.05,28.57,69.82,2.48,195.4,0,0,204.41,-0.03,66.68
2020-04-11,16.16,37.61,12.27,26.81,5.62,0.11,14.34,0.89,28.4,74.81,2.45,196.59,0,0,183.42,-0.02,37.61
2020-04-12,15.19,44.48,13.55,29.47,7.44,0.11,17.08,1.12,29.12,73.47,2.43,199.44,0,0,202.35,-0.02,44.48
2020-04-13,20.93,69.59,13.83,31.61,6.78,0.11,15.71,1.14,29.55,72.64,2.61,212.13,0,0,192.2,0,69.59
2020-04-14,19.11,65.27,14.39,29.13,7.4,0.11,13.73,0.99,28.8,75.47,2.78,204.52,0,0,182.86,-0.03,65.27
2020-04-15,20.73,70.81,13.9,32.86,7.33,0.11,14.08,1.35,29.18,72.23,2.91,208.33,0,0,185.69,-0.04,70.81
2020-04-16,20.86,77.93,13.83,36.41,9.45,0.11,15.13,2.44,29.52,71.17,2.72,211.4,0,0,172.6,-0.04,77.93
2020-04-17,16.55,64.15,12.82,31.71,5.69,0.11,12.09,1.4,29.43,73.1,3.28,202.51,0,0,176.51,-0.07,64.15
2020-04-18,9.34,52.61,11.69,30.59,8.04,0.11,10.63,2.01,29.39,72.04,3.32,207.44,0,0,146.53,-0.06,52.61
2020-04-19,14.04,56.45,15.94,33.01,9.14,0.11,10.43,1.12,29.67,71.84,2.72,205.33,0,0,140.84,-0.05,56.45
2020-04-20,9.56,33.55,15.83,29.63,7.19,0.11,9.61,0.92,29.03,73.87,3.09,204.08,0,0,166.37,-0.04,37.04
2020-04-21,10.76,49.74,16.23,24.29,4.52,0.11,10.79,1.01,28.94,72.36,2.88,190.11,0,0,163.46,-0.05,49.74
2020-04-22,8.7,33.95,8.34,25.21,7.16,0.11,11.82,0.73,29.06,72.96,3.04,185.28,0,0,172.43,-0.08,33.95
2020-04-23,8.28,37.03,11.39,24.77,6.42,0.11,10.29,0.76,29.99,71.56,3.16,204.21,0,0,204.21,-0.05,37.03
2020-04-24,46.51,114.4,17.13,36.64,11.29,0.62,22.76,1.85,28.27,70.84,1.65,217.34,0.03,0,112.6,-0.06,109.60
2020-04-25,46.51,114.4,17.13,36.64,11.29,0.62,22.76,1.85,28.27,70.84,1.65,217.34,0.03,0,112.6,-0.06,109.60
2020-04-26,10.41,29.24,4.5,19.19,5.91,0.11,11.17,1.49,30.59,73.2,2.06,175.3,0,0,255.95,-0.07,29.24
2020-04-27,11.66,40.67,3.34,21.92,5.97,0.11,21.23,1.24,26.21,72.42,2.15,192.97,0.7,46,185.14,0.02,40.67
2020-04-28,13.25,50.41,0.67,15.21,5.88,0.11,29.32,0.85,29.3,71.44,1.58,159.71,0.01,0.5,248.1,-0.01,50.41
2020-04-29,7.57,44.13,1.96,18.97,8.49,0.11,20.89,1.31,28.46,72.61,1.67,208.49,0,0,178.01,-0.02,44.13
2020-04-30,17.76,64.15,1.86,15.91,7.68,0.11,30.68,1.68,28.95,72.73,1.66,168.2,0,0,189.63,-0.02,64.15
2020-05-01,11.73,47.46,2.42,18.13,7.9,0.11,28.38,0.74,28.6,73.18,2.14,199.22,0.17,15,185.22,-0.02,47.46
2020-05-02,24.49,87.16,0.83,23.56,6.82,0.11,38.05,2.39,28.15,71.98,1.66,214.56,0,0,170.71,-0.02,87.16
2020-05-03,18.26,61.78,2.62,25.11,5.55,0.11,21.99,2.49,28.31,74.45,2.64,213.58,0.01,0.5,159.6,-0.04,61.78
2020-05-04,17.76,71.3,1.26,15.04,9.36,0.11,16.32,1.05,29.29,76.46,1.84,187.69,0,0,129.65,-0.07,71.30
2020-05-05,8.69,44.62,2.17,12.71,8.71,0.11,14.09,0.72,30.12,74.14,2.32,190.46,0,0,177.76,-0.08,44.62
2020-05-06,8.8,43.16,2.76,19.42,8.8,0.11,14.88,2.22,29,73.73,1.91,213.65,0,0,167.88,-0.02,43.16
2020-05-07,11.55,50.17,1.63,18.18,9.02,0.11,18.27,1.26,29.58,71.38,1.71,203.58,0,0,186.82,0,50.17
2020-05-08,12.49,50.9,2.87,18.15,10.5,0.11,12.39,1.62,30.22,72.81,2.29,209.84,0,0,190.97,-0.04,50.90
2020-05-09,9.42,39.24,1.5,12.77,7.55,0.11,12.35,0.83,29.88,76.63,2.01,190.49,0.01,0.5,165.2,-0.04,39.24
2020-05-10,17.54,59.84,0.92,24.89,6.27,0.11,24.16,2.92,28.33,71.96,1.72,211.92,0.02,1.5,161.26,-0.03,59.84
2020-05-11,13.74,51.04,1.69,13.85,6.18,0.11,11.87,0.73,29.23,76.73,1.3,165.11,0,0,153.35,-0.01,51.04
2020-05-12,6.95,42.55,1.42,12.72,6.46,0.11,20.82,0.42,29.55,72.27,1.34,161.51,0,0,180.23,-0.01,42.55
2020-05-13,9.06,50.24,2.19,14.21,6.86,0.11,14.43,0.78,29.24,70.76,1.61,183.79,0,0,193.9,-0.01,50.24
2020-05-14,12.47,45.86,3.14,11.99,7.9,0.11,15.72,0.63,29.9,73.12,1.43,176.38,0,0,201.83,0.02,45.86
2020-05-15,11.47,40.84,3.42,11.25,10.06,0.11,18.4,0.94,30.25,73.35,1.48,152.22,0,0,193.08,0.05,40.84
2020-05-16,2,18.49,1.37,10.56,9.35,0.11,20.33,0.43,31.64,70.58,1.88,126.75,0,0,225.54,0.06,20.33
2020-05-17,5.61,18.6,1.1,12.21,8.53,0.11,17.18,0.29,30.49,71.37,1.79,131.89,0,0,184.12,0.07,18.60
2020-05-18,11.42,37.75,1.55,18.39,7.97,0.11,18.47,0.87,30.88,64.9,2.15,191.89,0,0,81.04,0.08,37.75
2020-05-19,29.86,84.29,2.58,31.55,11.33,0.11,24.49,1.41,32.99,52.93,2.69,271.87,0,0,36.63,0.07,84.29
2020-05-20,66.29,204.3,14.77,60.57,8.23,0.11,39.12,3.19,34.3,55.77,1.35,230.43,0,0,125.39,-0.01,169.53
2020-05-21,44.51,149.24,3.23,47.78,11.69,0.11,33.37,0.98,33.03,66.81,2.68,206.23,0,0,170.66,-0.04,132.83
2020-05-22,22.5,85.52,4.21,38.22,6.38,0.11,32.42,0.68,31.74,77.01,2.35,199.48,0,0,180.92,-0.06,85.52
2020-05-23,15.95,82.12,2.89,23.41,8.17,0.11,36.46,0.72,31.44,75.46,2.91,182.32,0,0,172.99,-0.06,82.12
2020-05-24,11.46,72.46,1.48,21.27,9.48,0.11,26.78,0.68,31.24,74.24,2.88,191.34,0,0,143.76,-0.05,72.46
2020-05-25,17.49,72.65,2.3,19.91,7.14,0.11,24.99,0.61,31.08,74.86,3.24,193.18,0,0,140.78,-0.07,72.65
2020-05-26,13.25,69.94,1.88,20.34,9.35,0.11,23.57,0.86,30.86,74.04,3.27,191.56,0,0,157.87,-0.06,69.94
2020-05-27,27.85,117.15,1.68,20.13,8.47,0.59,28.57,0.9,31.51,70.94,3.3,194.27,0,0,175.69,-0.06,111.43
2020-05-28,25.47,100.55,1.69,20.07,8.18,0.66,23.77,0.86,31.17,75.6,3.47,196.14,0,0,147.07,-0.06,100.37
2020-05-29,17.73,63.08,3.43,27.23,8.81,0.61,23.28,1.27,30.65,77.19,2.25,185.05,0.02,1.5,174.05,-0.03,63.08
2020-05-30,28.85,86.28,7.16,50.22,16.45,0.84,13.76,1.97,28.91,77.79,1.06,221.92,0,0,57.05,0,86.28
2020-05-31,21.07,87.22,2.73,25.17,5.48,0.54,17.85,0.89,30.95,76.82,1.86,186.08,0,0,172.78,-0.03,87.22
2020-06-01,15.32,77.8,2.54,20.56,5.82,0.5,26.85,0.84,30.67,75.89,2.33,183.64,0,0,152.82,-0.03,77.80
2020-06-02,10.35,47.53,4.02,21.62,9.24,0.49,20.72,0.84,30.95,75.26,2.1,185.11,0.01,0.5,187.54,-0.03,47.53
2020-06-03,18.93,99.28,5.43,29.22,6.68,0.58,25.57,1.16,31.01,73.16,1.75,191.53,0,0,173.23,-0.03,99.28
2020-06-04,20.32,81.16,4.32,36.32,7.53,0.73,25.51,1.64,28.67,77.3,1.45,218.87,0.04,3.5,99.69,-0.01,81.16
2020-06-05,29.23,105.03,2.79,44.77,12.06,0.82,23.26,1.52,28.43,80.57,1.32,226.03,0,0,71.69,-0.02,103.35
2020-06-06,20.09,72.73,4.01,39.79,6.94,0.62,28.58,1.51,29.98,74.74,2.25,210.43,0.03,3,156.63,-0.03,72.73
2020-06-07,28.13,98.99,3.14,35.29,5.73,0.57,32.78,1.13,30.19,75.39,1.63,183.34,0,0,102.18,-0.03,98.99
2020-06-08,31.01,124.41,7.36,41.96,7.07,0.63,36.81,1.76,29.88,72.66,1.66,182.41,0.13,12.5,126.63,0,116.27
2020-06-09,33.04,87.33,5.02,50.41,5.09,0.89,34.16,2.52,28.14,76.68,1.2,200.2,0.04,3.5,131.36,-0.01,87.33
2020-06-10,31.58,76.62,5.01,44.28,6.09,0.68,36.02,2.07,27.63,78.29,1.42,183.37,0.17,14.5,115.44,0.02,76.62
2020-06-11,38.03,103.35,11.97,53.08,5.47,0.71,25.4,3.42,24.85,83.49,1.11,211.25,0.05,3.5,80.09,0,102.23
2020-06-12,37.6,74.18,12.51,53.57,5.33,0.99,17.56,2.87,24.77,86.2,0.74,243.62,0.13,9.5,32.23,0,74.18
2020-06-13,23.15,88.2,3.93,39.08,11.17,0.67,27.99,1.3,29.34,74.05,2.25,215.16,0,0,175.01,-0.05,88.20
2020-06-14,21.38,84.37,2.96,33.72,9.82,0.6,30.7,0.97,30.07,74.76,2.57,205.65,0,0,140.66,-0.05,84.37
2020-06-15,25.98,101.95,4.06,38.9,8.02,0.69,28.25,1.54,30.47,74.82,2.48,209.73,0,0,126.26,-0.05,101.30
2020-06-16,22.33,84.64,6.54,40.17,10.69,0.62,21.45,1.71,27.39,78.86,2.66,219.09,0.08,6.5,69.03,-0.04,84.64
2020-06-17,16.98,71.46,6,35.51,11.01,0.53,26.59,1.41,27.72,78.6,2.98,207.34,0.03,3,108.08,-0.06,71.46
2020-06-18,20.36,88.07,5,42.38,11.16,0.67,27.55,1.7,28.87,74.29,2.68,220.56,0,0,89.74,-0.04,88.07
2020-06-19,13.77,65.07,6.86,40.82,13.47,0.86,26.41,1.46,30.28,69.65,2.75,237.6,0,0,109.71,-0.02,65.07
2020-06-20,26.92,86.84,4.3,37.58,12.3,0.76,43.2,1.99,31.01,70.63,2.03,197.16,0,0,122.52,0.01,86.84
2020-06-21,27.61,95.65,7.76,41.63,11.38,0.7,35.57,1.61,29.09,72.57,1.47,224.01,0,0,52.21,0,95.65
2020-06-22,33.03,108.24,5.1,42.59,13.82,0.73,36.13,2.33,31.96,66.55,2.37,227.44,0,0,164.8,-0.02,105.49
2020-06-23,25.22,85.47,3,34.95,12.27,0.54,42.98,1.3,30.75,71.64,2.6,200.49,0,0,181.39,-0.02,85.47
2020-06-24,32.43,84.94,1.3,22.55,9.74,0.53,35.97,1.56,29.96,78.81,2.66,159.49,0,0,167.35,-0.04,84.94
2020-06-25,13.22,58,2.78,22.1,8.76,0.41,29.52,0.91,29.86,75.67,1.88,172.63,0,0,183.33,-0.01,58.00
2020-06-26,7.92,32.55,6.13,23.29,6.66,0.44,19.79,1.48,29.67,75.43,1.87,191.27,0,0,162.65,-0.02,32.55
2020-06-27,16.42,54.86,8.28,25.49,8.11,0.48,23.04,0.73,29.63,75.29,2.67,200.59,0,0,180.06,-0.04,54.86
2020-06-28,24.63,71.98,3.77,26.25,12.8,0.51,30.71,0.37,29.9,75.07,2.61,194.28,0,0,141.76,-0.05,71.98
2020-06-29,22.73,64.89,4.08,29.03,8.56,0.45,31.92,0,29.82,76.78,2.2,194.91,0.01,0.5,140.64,-0.03,64.89
2020-06-30,15.99,49.83,4.25,29.91,9.21,0.52,28.49,0,29.89,75.63,1.86,202.29,0.03,2.5,170.08,0,49.83
2020-07-01,22.08,64.53,5.11,32.96,7.28,0.58,30.11,1.85,27.8,77.14,2.37,218.18,0.01,1,130.88,-0.01,64.53
2020-07-02,20.92,57.42,4.7,35.51,9.05,0.61,27.94,2.4,26.54,77.57,2.15,237.1,0.09,8,99.22,-0.02,57.42
2020-07-03,24.66,74,4.86,37.25,7.25,0.59,34.96,3.55,27.45,78.52,1.94,228.56,0,0,101.33,0,74.00
2020-07-04,26.94,68.72,9.32,41.16,8.54,0.71,15.12,1.24,25.38,81.44,2.28,242.4,0.02,1.5,42.89,0,68.72
2020-07-05,20.72,55.11,8.42,36.38,7.3,0.56,17.69,0.84,25.23,80.69,2.98,234.92,0.05,4.5,79.13,-0.01,55.11
2020-07-06,31,81.55,11.65,38.4,8.94,0.79,16.89,1.16,24.47,82.27,2.54,235.09,0.05,4.5,40.68,-0.01,81.55
2020-07-07,34.51,126.98,6.78,36.62,8.01,0.65,25.88,0.97,28.74,77.04,2.79,204.08,0,0,133.96,-0.04,117.99
2020-07-08,31.18,99.96,3.37,32.63,9.37,0.64,28.2,0.75,28.86,77.96,2.38,189.57,0,0,129.86,-0.03,99.96
2020-07-09,23.29,78.67,4.91,35.94,7.48,0.65,26.97,0.37,29.58,75.42,2.49,202.96,0.01,0.5,153.84,-0.02,78.67
2020-07-10,25.38,90.08,4.15,44.37,8.81,0.57,24.76,0.57,29.82,73.19,2.91,208.04,0,0,184.98,-0.04,90.08
2020-07-11,31.46,104.47,5.27,46.22,11.09,0.7,30.54,0.39,30.1,72.71,2.46,222.4,0,0,163.69,-0.02,102.98
2020-07-12,26.02,80.5,5.06,42.3,7.87,0.59,28.43,0.33,28.4,76.2,2.63,222.99,0.04,3.5,132.05,-0.02,80.50
